corpus	path	immutable_url	sha256
raybot	api/openapi/paths/alarms.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/alarms.yml	740038a9fa12ed5bf7f6fb9b1dfcff6ffede9c96c0e65262ebf22a2cb8390a21
raybot	api/openapi/paths/alarms@{alarmId}@deactivate.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/alarms@{alarmId}@deactivate.yml	7763efae1902a80e6f2cd5c6ff5439a753338b3873d239b31e9b6a8bf6207e75
raybot	api/openapi/paths/commands.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/commands.yml	9f4bb6af9579d5a43fc6b362f1fdde9e1db51304fff9681be07e07e5d592157b
raybot	api/openapi/paths/commands@processing.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/commands@processing.yml	40053081c1d54a2ed336e24b05f276ff082cc1d12000fa9d14c4d1edbd4520dc
raybot	api/openapi/paths/commands@processing@cancel.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/commands@processing@cancel.yml	fc2a491a52c5350c9cb372576124f5f66be0a747c00776a1ae570eb7a4113684
raybot	api/openapi/paths/commands@{commandId}.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/commands@{commandId}.yml	0b60d36a81b7d660edebf75ada64eba86b8b1c5662c913ef267979a8a62e1dcb
raybot	api/openapi/paths/configs@cloud.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/configs@cloud.yml	4c228908e85209b4690d9489b52b8e99c006ddc0ba386b4429c45aa62811802b
raybot	api/openapi/paths/configs@command.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/configs@command.yml	45036e6e36a730c633d1e64cd98ee524d0a8693086fd037dae6c74dd484b1610
raybot	api/openapi/paths/configs@hardware.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/configs@hardware.yml	f074b69b43fea1411e6dc88687d456b2cb8649daeb8b6f0861196056c60e4efb
raybot	api/openapi/paths/configs@http.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/configs@http.yml	7b2cd20565c4753bf2c89d0f2425aa4862c27633d4ccef67e306325afc60e64d
raybot	api/openapi/paths/configs@log.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/configs@log.yml	fffbca359e2665c9e77d594887b5aa9f8e0c12d708fdce7caf17b0ea5b3349f9
raybot	api/openapi/paths/configs@monitoring@battery.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/configs@monitoring@battery.yml	4de0d04dfd3a2722a275bab7a3ba0cc7b699537d904371aca02c930a39fa0bd0
raybot	api/openapi/paths/configs@wifi.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/configs@wifi.yml	cf7074eb92c36ae35019dc3e5f0bcbab2ed175d7a9d07bf1b403840b8b1dc9cb
raybot	api/openapi/paths/error-codes.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/error-codes.yml	b430bbd38ed4b287c397777c18f60c725d0af01237bbebebd00d110df2c58413
raybot	api/openapi/paths/health.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/health.yml	394156aa44d2ce72563ec31d3a34c546bf2ff3a097dc29f9a2323589ec920995
raybot	api/openapi/paths/peripherals@serials.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/peripherals@serials.yml	f9ad0f6bd4f375d0ec60c5cb2ece7d4f94c8bcfcabdb84ff89ce57ba6be81d9b
raybot	api/openapi/paths/robot-state.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/robot-state.yml	801694b69cbfd48dfac518df2d49a56cefab18af61075a03a164e49ccee7e235
raybot	api/openapi/paths/states@limit-switch.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/states@limit-switch.yml	2ee1d6ff9dc4db9269b65a2dd05084e2de8d4b8afeb9f0c05f36754258b2ed98
raybot	api/openapi/paths/system@info.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/system@info.yml	4d074bb0a5cf3b32a35622a745ebe2965e020da411fd5a79beeb967984942693
raybot	api/openapi/paths/system@reboot.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/system@reboot.yml	4dafb12e088a87752478a06b5e4cb49a1ddd0bc5366b0816fbcb58b36b35c039
raybot	api/openapi/paths/system@status.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/system@status.yml	9294e24853414e58fee0c22d5455921efe4beffd4519ab938c0da8d1a2890985
raybot	api/openapi/paths/system@stop-emergency.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/system@stop-emergency.yml	b3527974c32359c9411bccaed96f419d89e462f67981e81e2a5f62f26d37501f
raybot	api/openapi/paths/version.yml	https://raw.githubusercontent.com/tbe-team/raybot/4428dea2f79b833aead4c89df5bd8d9e32b7b0c8/api/openapi/paths/version.yml	a2d74210ad068256a92debe2bb295292db4b02118cee6cb360c2a996ffef52c3
