source	key	candidate	revision	digest	census	licence_screen	revision_screen	fern_screen	disposition	evidence
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/main/2.23.1/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	163af164b8d5ce50a80d913ea47167fc5cba5c16da9b892fcfb484fb68ebf25c	7	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	screen-details.tsv
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/main/2.23.1/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	163af164b8d5ce50a80d913ea47167fc5cba5c16da9b892fcfb484fb68ebf25c	7	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	screen-details.tsv
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/main/2.23.1/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	163af164b8d5ce50a80d913ea47167fc5cba5c16da9b892fcfb484fb68ebf25c	7	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	screen-details.tsv
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/main/2.23.1/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	163af164b8d5ce50a80d913ea47167fc5cba5c16da9b892fcfb484fb68ebf25c	7	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	screen-details.tsv
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/main/2.23.1/openapi.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	163af164b8d5ce50a80d913ea47167fc5cba5c16da9b892fcfb484fb68ebf25c	7	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	screen-details.tsv
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/pandascore-rest-api-for-all-videogames/2.23.1/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	3d238afcf5ede4dc3d22870e238ff3c1891a22d150e7edf8f8566918e86eb7bb	7	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	screen-details.tsv
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/pandascore-rest-api-for-all-videogames/2.23.1/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	3d238afcf5ede4dc3d22870e238ff3c1891a22d150e7edf8f8566918e86eb7bb	7	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	screen-details.tsv
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/pandascore-rest-api-for-all-videogames/2.23.1/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	3d238afcf5ede4dc3d22870e238ff3c1891a22d150e7edf8f8566918e86eb7bb	7	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	screen-details.tsv
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/pandascore-rest-api-for-all-videogames/2.23.1/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	3d238afcf5ede4dc3d22870e238ff3c1891a22d150e7edf8f8566918e86eb7bb	7	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	screen-details.tsv
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/pandascore-rest-api-for-all-videogames/2.23.1/openapi.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	3d238afcf5ede4dc3d22870e238ff3c1891a22d150e7edf8f8566918e86eb7bb	7	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	screen-details.tsv
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/zulip.com/zulip/1.0.0/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	cffb1099324cf988418c58876f9bc69a0fb84e887923d771e61cb5a5c9895a6d	4	pass	pass	pass	byte-identical to CORPUS row 165, sha256 cffb1099324cf988418c58876f9bc69a0fb84e887923d771e61cb5a5c9895a6d	screen-details.tsv
jentic	annotated-ref-target-closed-object	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/zulip.com/zulip/1.0.0/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	e7f6eb40cfb673e64fd5119e37697e67e62e8970b92832eb13a4ecb3185195cf	4	pass	pass	pass	not-owed	screen-details.tsv
